id,event_timestamp,label,f_customer_total_orders_90d,f_customer_paid_revenue_90d,f_customer_avg_order_value_90d,f_customer_distinct_categories_90d,f_stream_views_60m,f_stream_add_to_cart_60m,f_stream_checkout_started_60m,f_stream_order_placed_60m,f_stream_cart_to_purchase_ratio_60m,created
CUS-BDG-00000531,2026-04-24T23:59:00Z,1,4,8667001,2166750.25,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000532,2026-04-24T23:59:00Z,0,4,5278022,1319505.5,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000597,2026-04-24T23:59:00Z,0,4,16431450,4107862.5,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000604,2026-04-24T23:59:00Z,0,3,38026902,19013451,3,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000609,2026-04-24T23:59:00Z,1,6,13830000,2305000,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000616,2026-04-24T23:59:00Z,0,1,8918000,8918000,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000617,2026-04-24T23:59:00Z,1,9,15367101,1707455.66667,4,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000638,2026-04-24T23:59:00Z,0,1,298000,298000,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000641,2026-04-24T23:59:00Z,0,2,413256,413256,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000666,2026-04-24T23:59:00Z,1,4,18387208,4596802,3,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000674,2026-04-24T23:59:00Z,0,1,3049000,3049000,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000697,2026-04-24T23:59:00Z,1,2,15064066,7532033,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000736,2026-04-24T23:59:00Z,0,0,0,0,0,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000755,2026-04-24T23:59:00Z,0,2,6211000,3105500,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000761,2026-04-24T23:59:00Z,0,3,5193383,1731127.66667,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000799,2026-04-24T23:59:00Z,0,5,4465164,893032.8,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000800,2026-04-24T23:59:00Z,0,2,26831232,13415616,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000801,2026-04-24T23:59:00Z,1,2,12815000,6407500,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000807,2026-04-24T23:59:00Z,0,1,0,0,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000835,2026-04-24T23:59:00Z,0,2,2692515,1346257.5,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000848,2026-04-24T23:59:00Z,1,3,19409000,6469666.66667,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000857,2026-04-24T23:59:00Z,0,2,1809494,904747,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000861,2026-04-24T23:59:00Z,0,2,5050074,2525037,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000862,2026-04-24T23:59:00Z,1,3,7650780,2550260,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000871,2026-04-24T23:59:00Z,0,0,0,0,0,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000875,2026-04-24T23:59:00Z,1,6,22614813,3769135.5,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000890,2026-04-24T23:59:00Z,1,5,9456520,1891304,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000930,2026-04-24T23:59:00Z,0,3,66263044,22087681.3333,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000947,2026-04-24T23:59:00Z,1,6,9382000,1563666.66667,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00000983,2026-04-24T23:59:00Z,1,2,6934000,3467000,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001009,2026-04-24T23:59:00Z,1,5,17672356,3534471.2,3,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001022,2026-04-24T23:59:00Z,1,6,4543652,757275.333333,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001029,2026-04-24T23:59:00Z,0,4,25118675,6279668.75,3,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001032,2026-04-24T23:59:00Z,0,6,10827134,1804522.33333,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001060,2026-04-24T23:59:00Z,0,4,13084000,3271000,3,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001068,2026-04-24T23:59:00Z,0,1,1897740,1897740,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001086,2026-04-24T23:59:00Z,1,2,1522000,761000,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001128,2026-04-24T23:59:00Z,0,3,8041000,2680333.33333,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001134,2026-04-24T23:59:00Z,1,5,5628463,1125692.6,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001147,2026-04-24T23:59:00Z,0,1,1668000,1668000,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001172,2026-04-24T23:59:00Z,0,2,2704996,1352498,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001200,2026-04-24T23:59:00Z,0,3,4610000,1536666.66667,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001204,2026-04-24T23:59:00Z,1,4,3615000,1205000,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001299,2026-04-24T23:59:00Z,1,5,33559833,6711966.6,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001316,2026-04-24T23:59:00Z,1,4,3001655,750413.75,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001319,2026-04-24T23:59:00Z,0,3,6114949,2038316.33333,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001359,2026-04-24T23:59:00Z,0,8,9870944,1233868,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001387,2026-04-24T23:59:00Z,1,2,9348900,4674450,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001410,2026-04-24T23:59:00Z,1,1,2517000,2517000,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001421,2026-04-24T23:59:00Z,1,5,11307192,2261438.4,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001469,2026-04-24T23:59:00Z,1,3,4063000,1354333.33333,3,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001507,2026-04-24T23:59:00Z,1,3,22046167,7348722.33333,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001510,2026-04-24T23:59:00Z,0,3,6255824,3127912,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001514,2026-04-24T23:59:00Z,1,5,11717818,2343563.6,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001525,2026-04-24T23:59:00Z,1,5,3769324,753864.8,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001534,2026-04-24T23:59:00Z,0,5,22010958,4402191.6,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001538,2026-04-24T23:59:00Z,0,2,5436501,2718250.5,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001596,2026-04-24T23:59:00Z,1,5,6893884,1378776.8,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001626,2026-04-24T23:59:00Z,0,2,3229000,1614500,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001634,2026-04-24T23:59:00Z,0,5,12155274,2431054.8,3,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001640,2026-04-24T23:59:00Z,0,1,1764000,1764000,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001677,2026-04-24T23:59:00Z,1,3,2716495,905498.333333,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001681,2026-04-24T23:59:00Z,0,5,4857776,971555.2,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001683,2026-04-24T23:59:00Z,0,2,8941000,4470500,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001694,2026-04-24T23:59:00Z,0,3,6560000,2186666.66667,3,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001700,2026-04-24T23:59:00Z,0,1,229000,229000,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001723,2026-04-24T23:59:00Z,0,4,22272895,5568223.75,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001733,2026-04-24T23:59:00Z,1,8,20405365,2550670.625,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001736,2026-04-24T23:59:00Z,0,1,2236000,2236000,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001745,2026-04-24T23:59:00Z,1,6,12032000,2005333.33333,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001747,2026-04-24T23:59:00Z,0,5,2600733,866911,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001777,2026-04-24T23:59:00Z,0,8,10065000,1258125,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001788,2026-04-24T23:59:00Z,1,2,13974910,6987455,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001794,2026-04-24T23:59:00Z,0,3,37145640,12381880,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001804,2026-04-24T23:59:00Z,1,6,5296363,882727.166667,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001806,2026-04-24T23:59:00Z,0,2,29031291,14515645.5,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001813,2026-04-24T23:59:00Z,0,4,26331808,6582952,3,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001825,2026-04-24T23:59:00Z,1,4,34362000,8590500,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001840,2026-04-24T23:59:00Z,1,9,26414418,2934935.33333,3,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001884,2026-04-24T23:59:00Z,1,4,4004360,1001090,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001918,2026-04-24T23:59:00Z,1,1,2778000,2778000,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001928,2026-04-24T23:59:00Z,0,4,10916082,2729020.5,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001935,2026-04-24T23:59:00Z,0,5,20719237,4143847.4,3,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001965,2026-04-24T23:59:00Z,1,4,7290792,1822698,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001967,2026-04-24T23:59:00Z,1,4,3602500,900625,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001973,2026-04-24T23:59:00Z,1,3,4773036,1591012,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001979,2026-04-24T23:59:00Z,0,3,3905000,1301666.66667,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00001988,2026-04-24T23:59:00Z,0,3,3758744,1252914.66667,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002010,2026-04-24T23:59:00Z,0,1,7787000,7787000,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002083,2026-04-24T23:59:00Z,0,8,23720076,2965009.5,3,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002089,2026-04-24T23:59:00Z,1,7,10987844,1569692,3,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002101,2026-04-24T23:59:00Z,1,3,11300000,3766666.66667,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002106,2026-04-24T23:59:00Z,0,6,21087254,4217450.8,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002107,2026-04-24T23:59:00Z,0,0,0,0,0,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002193,2026-04-24T23:59:00Z,1,4,8952752,2238188,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002207,2026-04-24T23:59:00Z,0,1,2257000,2257000,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002227,2026-04-24T23:59:00Z,0,3,4539081,1513027,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002235,2026-04-24T23:59:00Z,1,5,24470798,4894159.6,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002261,2026-04-24T23:59:00Z,0,3,9951448,3317149.33333,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002269,2026-04-24T23:59:00Z,0,3,13235000,4411666.66667,3,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002284,2026-04-24T23:59:00Z,0,2,22096000,11048000,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002292,2026-04-24T23:59:00Z,1,4,7756520,1939130,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002297,2026-04-24T23:59:00Z,0,2,2663000,1331500,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002300,2026-04-24T23:59:00Z,0,2,12394000,6197000,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002336,2026-04-24T23:59:00Z,0,2,1117856,558928,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002343,2026-04-24T23:59:00Z,1,4,30913480,7728370,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002345,2026-04-24T23:59:00Z,1,2,1659931,829965.5,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002366,2026-04-24T23:59:00Z,0,2,1499000,1499000,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002380,2026-04-24T23:59:00Z,0,6,12865787,2144297.83333,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002389,2026-04-24T23:59:00Z,0,1,872307,872307,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002411,2026-04-24T23:59:00Z,1,4,3896276,974069,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002426,2026-04-24T23:59:00Z,0,3,4978000,1659333.33333,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002428,2026-04-24T23:59:00Z,0,3,1273396,424465.333333,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002432,2026-04-24T23:59:00Z,0,2,1582000,791000,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002435,2026-04-24T23:59:00Z,1,2,5690000,2845000,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002452,2026-04-24T23:59:00Z,1,2,5345000,2672500,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002466,2026-04-24T23:59:00Z,0,2,3921000,1960500,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002473,2026-04-24T23:59:00Z,0,2,1299328,649664,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002502,2026-04-24T23:59:00Z,0,3,10149157,3383052.33333,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002533,2026-04-24T23:59:00Z,0,2,7003000,7003000,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002556,2026-04-24T23:59:00Z,0,3,51999000,17333000,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002563,2026-04-24T23:59:00Z,0,4,6355932,1588983,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002577,2026-04-24T23:59:00Z,0,2,5578024,2789012,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002641,2026-04-24T23:59:00Z,0,3,59028860,19676286.6667,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002647,2026-04-24T23:59:00Z,0,2,1308358,654179,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002654,2026-04-24T23:59:00Z,1,1,2820000,2820000,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002679,2026-04-24T23:59:00Z,0,1,22305000,22305000,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002686,2026-04-24T23:59:00Z,0,4,12676000,4225333.33333,3,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002701,2026-04-24T23:59:00Z,0,2,793000,793000,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002705,2026-04-24T23:59:00Z,0,5,35719508,7143901.6,3,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002726,2026-04-24T23:59:00Z,0,6,7376848,1229474.66667,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002739,2026-04-24T23:59:00Z,1,6,6734168,1122361.33333,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002752,2026-04-24T23:59:00Z,1,1,253000,253000,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002758,2026-04-24T23:59:00Z,0,2,3516420,1758210,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002786,2026-04-24T23:59:00Z,0,10,55320970,5532097,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002787,2026-04-24T23:59:00Z,0,1,699000,699000,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002793,2026-04-24T23:59:00Z,0,2,19587000,9793500,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002808,2026-04-24T23:59:00Z,0,2,3751000,1875500,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002813,2026-04-24T23:59:00Z,0,3,18651530,6217176.66667,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002826,2026-04-24T23:59:00Z,0,2,7032460,3516230,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002830,2026-04-24T23:59:00Z,0,3,5861000,1953666.66667,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002835,2026-04-24T23:59:00Z,1,2,2594165,1297082.5,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002859,2026-04-24T23:59:00Z,1,3,16067000,5355666.66667,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002911,2026-04-24T23:59:00Z,0,4,13020304,3255076,4,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002920,2026-04-24T23:59:00Z,1,8,6707814,838476.75,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002927,2026-04-24T23:59:00Z,1,8,7745631,968203.875,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002930,2026-04-24T23:59:00Z,1,5,11662764,2332552.8,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002978,2026-04-24T23:59:00Z,0,3,39408952,13136317.3333,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00002979,2026-04-24T23:59:00Z,1,4,28157660,7039415,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00003004,2026-04-24T23:59:00Z,0,2,5721000,2860500,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00003014,2026-04-24T23:59:00Z,1,3,35118760,11706253.3333,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00003016,2026-04-24T23:59:00Z,0,2,5000000,2500000,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00003022,2026-04-24T23:59:00Z,0,2,3298520,1649260,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00003036,2026-04-24T23:59:00Z,0,2,2269000,1134500,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00003045,2026-04-24T23:59:00Z,0,1,815000,815000,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00003069,2026-04-24T23:59:00Z,1,2,1669572,834786,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00003074,2026-04-24T23:59:00Z,0,0,0,0,0,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00003113,2026-04-24T23:59:00Z,0,2,4528756,2264378,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00003129,2026-04-24T23:59:00Z,0,1,2600000,2600000,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00003135,2026-04-24T23:59:00Z,1,3,38390000,12796666.6667,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00003147,2026-04-24T23:59:00Z,1,3,13112060,4370686.66667,3,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00003148,2026-04-24T23:59:00Z,0,1,1422135,1422135,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00003164,2026-04-24T23:59:00Z,0,3,3890450,1296816.66667,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00003166,2026-04-24T23:59:00Z,0,1,274000,274000,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00003173,2026-04-24T23:59:00Z,1,4,28694608,7173652,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00003187,2026-04-24T23:59:00Z,0,2,2516800,1258400,1,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00003194,2026-04-24T23:59:00Z,0,7,12957236,1851033.71429,3,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00003212,2026-04-24T23:59:00Z,0,4,7944000,1986000,2,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00003216,2026-04-24T23:59:00Z,0,5,9366027,1873205.4,3,0,0,0,0,0,2026-04-24T23:59:00Z
CUS-BDG-00003224,2026-04-24T23:59:00Z,1,9,9095982,1010664.66667,3,0,0,0,0,0,2026-04-24T23:59:00Z
