id,label
CUS-BDG-00008269,0
CUS-BDG-00008274,1
CUS-BDG-00008278,1
CUS-BDG-00008291,0
CUS-BDG-00008295,1
CUS-BDG-00008301,0
CUS-BDG-00008307,0
CUS-BDG-00008327,0
CUS-BDG-00008336,0
CUS-BDG-00008340,0
CUS-BDG-00008377,0
CUS-BDG-00008394,0
CUS-BDG-00008408,1
CUS-BDG-00008410,1
CUS-BDG-00008411,1
CUS-BDG-00008448,0
CUS-BDG-00008490,0
CUS-BDG-00008505,0
CUS-BDG-00008528,0
CUS-BDG-00008529,0
CUS-BDG-00008535,0
CUS-BDG-00008547,0
CUS-BDG-00008549,1
CUS-BDG-00008554,0
CUS-BDG-00008558,1
CUS-BDG-00008569,0
CUS-BDG-00008608,0
CUS-BDG-00008612,0
CUS-BDG-00008618,1
CUS-BDG-00008620,1
CUS-BDG-00008647,0
CUS-BDG-00008668,0
CUS-BDG-00008676,1
CUS-BDG-00008680,1
CUS-BDG-00008711,0
CUS-BDG-00008714,1
CUS-BDG-00008723,0
CUS-BDG-00008744,1
CUS-BDG-00008747,0
CUS-BDG-00008751,1
CUS-BDG-00008785,0
CUS-BDG-00008794,1
CUS-BDG-00008824,0
CUS-BDG-00008827,0
CUS-BDG-00008838,1
CUS-BDG-00008840,0
CUS-BDG-00008878,0
CUS-BDG-00008881,1
CUS-BDG-00008892,0
CUS-BDG-00008920,1
CUS-BDG-00008922,0
CUS-BDG-00008927,1
CUS-BDG-00008946,1
CUS-BDG-00008948,1
CUS-BDG-00008963,1
CUS-BDG-00008979,1
CUS-BDG-00008986,0
CUS-BDG-00009006,0
CUS-BDG-00009009,0
CUS-BDG-00009012,1
CUS-BDG-00009019,0
CUS-BDG-00009025,1
CUS-BDG-00009075,0
CUS-BDG-00009078,1
CUS-BDG-00009104,0
CUS-BDG-00009105,0
CUS-BDG-00009106,1
CUS-BDG-00009132,1
CUS-BDG-00009136,1
CUS-BDG-00009146,1
CUS-BDG-00009187,0
CUS-BDG-00009210,1
CUS-BDG-00009216,1
CUS-BDG-00009224,1
CUS-BDG-00009238,1
CUS-BDG-00009253,0
CUS-BDG-00009263,0
CUS-BDG-00009266,0
CUS-BDG-00009293,1
CUS-BDG-00009321,1
CUS-BDG-00009349,1
CUS-BDG-00009354,1
CUS-BDG-00009355,1
CUS-BDG-00009367,1
CUS-BDG-00009373,1
CUS-BDG-00009395,1
CUS-BDG-00009405,0
CUS-BDG-00009409,0
CUS-BDG-00009418,1
CUS-BDG-00009429,0
CUS-BDG-00009443,0
CUS-BDG-00009445,0
CUS-BDG-00009480,0
CUS-BDG-00009485,0
CUS-BDG-00009501,0
CUS-BDG-00009509,1
CUS-BDG-00009539,0
CUS-BDG-00009548,0
CUS-BDG-00009574,1
CUS-BDG-00009578,0
CUS-BDG-00009581,0
CUS-BDG-00009591,1
CUS-BDG-00009599,1
CUS-BDG-00009603,0
CUS-BDG-00009612,0
CUS-BDG-00009620,1
CUS-BDG-00009622,0
CUS-BDG-00009624,1
CUS-BDG-00009626,1
CUS-BDG-00009641,1
CUS-BDG-00009666,1
CUS-BDG-00009678,1
CUS-BDG-00009693,1
CUS-BDG-00009721,0
CUS-BDG-00009757,0
CUS-BDG-00009763,0
CUS-BDG-00009769,1
CUS-BDG-00009772,1
CUS-BDG-00009773,1
CUS-BDG-00009779,1
CUS-BDG-00009803,1
CUS-BDG-00009804,1
CUS-BDG-00009807,1
CUS-BDG-00009833,0
CUS-BDG-00009834,0
CUS-BDG-00009852,0
CUS-BDG-00009887,0
CUS-BDG-00009899,0
CUS-BDG-00009903,0
CUS-BDG-00009906,1
CUS-BDG-00009932,0
CUS-BDG-00009940,0
CUS-BDG-00009955,1
CUS-BDG-00009957,0
CUS-BDG-00009971,0
CUS-BDG-00009977,1
CUS-BDG-00010001,1
CUS-BDG-00010002,1
CUS-BDG-00010011,1
CUS-BDG-00010020,0
CUS-BDG-00010033,0
CUS-BDG-00010050,0
CUS-BDG-00010053,0
CUS-BDG-00010059,1
CUS-BDG-00010076,1
CUS-BDG-00010079,1
CUS-BDG-00010080,1
CUS-BDG-00010087,1
CUS-BDG-00010137,0
CUS-BDG-00010138,0
CUS-BDG-00010160,1
CUS-BDG-00010176,0
CUS-BDG-00010178,0
CUS-BDG-00010198,1
CUS-BDG-00010205,0
CUS-BDG-00010215,0
CUS-BDG-00010217,0
CUS-BDG-00010220,0
CUS-BDG-00010222,0
CUS-BDG-00010224,1
CUS-BDG-00010225,0
CUS-BDG-00010226,0
CUS-BDG-00010227,0
CUS-BDG-00010255,1
CUS-BDG-00010271,1
CUS-BDG-00010277,0
CUS-BDG-00010297,1
CUS-BDG-00010309,0
CUS-BDG-00010315,1
CUS-BDG-00010340,0
CUS-BDG-00010354,0
CUS-BDG-00010356,1
CUS-BDG-00010360,0
CUS-BDG-00010375,0
CUS-BDG-00010381,1
CUS-BDG-00010391,1
CUS-BDG-00010420,0
CUS-BDG-00010464,1
CUS-BDG-00010498,0
CUS-BDG-00010522,1
CUS-BDG-00010531,0
CUS-BDG-00010534,0
CUS-BDG-00010537,0
CUS-BDG-00010586,1
CUS-BDG-00010601,1
CUS-BDG-00010626,0
CUS-BDG-00010641,1
CUS-BDG-00010651,0
CUS-BDG-00010657,1
CUS-BDG-00010662,0
CUS-BDG-00010685,1
CUS-BDG-00010727,0
CUS-BDG-00010733,0
CUS-BDG-00010739,0
CUS-BDG-00010753,1
CUS-BDG-00010762,1
CUS-BDG-00010779,1
CUS-BDG-00010787,1
CUS-BDG-00010814,0
CUS-BDG-00010817,1
CUS-BDG-00010818,0
CUS-BDG-00010827,0
CUS-BDG-00010834,0
CUS-BDG-00010838,0
CUS-BDG-00010840,1
CUS-BDG-00010847,0
CUS-BDG-00010854,0
CUS-BDG-00010858,1
CUS-BDG-00010869,0
CUS-BDG-00010895,1
CUS-BDG-00010911,0
CUS-BDG-00010923,0
CUS-BDG-00010933,0
CUS-BDG-00010964,0
CUS-BDG-00010985,0
CUS-BDG-00010992,0
CUS-BDG-00011005,0
CUS-BDG-00011020,0
CUS-BDG-00011026,1
CUS-BDG-00011043,0
CUS-BDG-00011056,0
CUS-BDG-00011082,0
CUS-BDG-00011084,0
CUS-BDG-00011087,1
CUS-BDG-00011143,0
CUS-BDG-00011146,1
CUS-BDG-00011150,1
CUS-BDG-00011162,0
CUS-BDG-00011169,0
CUS-BDG-00011172,0
CUS-BDG-00011178,1
CUS-BDG-00011201,0
CUS-BDG-00011228,1
CUS-BDG-00011230,0
CUS-BDG-00011235,0
CUS-BDG-00011239,0
CUS-BDG-00011268,1
CUS-BDG-00011297,0
CUS-BDG-00011299,1
CUS-BDG-00011319,1
CUS-BDG-00011327,0
CUS-BDG-00011345,0
CUS-BDG-00011347,0
CUS-BDG-00011388,1
CUS-BDG-00011393,0
CUS-BDG-00011398,0
CUS-BDG-00011416,0
CUS-BDG-00011421,0
CUS-BDG-00011426,1
CUS-BDG-00011433,0
CUS-BDG-00011449,1
CUS-BDG-00011455,0
CUS-BDG-00011466,0
CUS-BDG-00011484,1
CUS-BDG-00011490,1
CUS-BDG-00011495,1
CUS-BDG-00011528,0
CUS-BDG-00011534,0
CUS-BDG-00011546,1
CUS-BDG-00011555,0
CUS-BDG-00011559,0
CUS-BDG-00011568,1
CUS-BDG-00011599,0
CUS-BDG-00011638,0
CUS-BDG-00011641,1
CUS-BDG-00011665,0
CUS-BDG-00011667,0
CUS-BDG-00011692,1
CUS-BDG-00011697,0
CUS-BDG-00011718,0
CUS-BDG-00011728,1
CUS-BDG-00011729,1
CUS-BDG-00011740,1
CUS-BDG-00011784,1
CUS-BDG-00011791,0
CUS-BDG-00011796,0
CUS-BDG-00011803,1
CUS-BDG-00011804,0
CUS-BDG-00011816,0
CUS-BDG-00011825,0
CUS-BDG-00011873,1
CUS-BDG-00011906,1
CUS-BDG-00011921,0
CUS-BDG-00011922,0
CUS-BDG-00011923,0
CUS-BDG-00011928,1
CUS-BDG-00011929,0
CUS-BDG-00011940,1
CUS-BDG-00011967,0
CUS-CTO-00000013,0
CUS-CTO-00000020,0
CUS-CTO-00000040,0
CUS-CTO-00000054,0
CUS-CTO-00000061,0
CUS-CTO-00000065,0
CUS-CTO-00000078,0
CUS-CTO-00000081,0
CUS-CTO-00000096,0
CUS-CTO-00000120,0
CUS-CTO-00000122,1
CUS-CTO-00000156,1
CUS-CTO-00000158,0
CUS-CTO-00000186,1
CUS-CTO-00000208,0
CUS-CTO-00000223,1
CUS-CTO-00000229,0
CUS-CTO-00000251,0
CUS-CTO-00000300,0
CUS-CTO-00000308,1
CUS-CTO-00000326,1
CUS-CTO-00000329,0
CUS-CTO-00000336,1
CUS-CTO-00000351,0
CUS-CTO-00000365,1
CUS-CTO-00000368,0
CUS-CTO-00000391,1
CUS-CTO-00000411,1
CUS-CTO-00000412,0
CUS-CTO-00000421,0
CUS-CTO-00000440,0
CUS-CTO-00000448,0
CUS-CTO-00000450,0
CUS-CTO-00000460,0
CUS-CTO-00000467,1
CUS-CTO-00000478,0
CUS-CTO-00000479,0
CUS-CTO-00000492,0
CUS-CTO-00000493,0
CUS-CTO-00000498,0
CUS-CTO-00000534,1
CUS-CTO-00000564,0
CUS-CTO-00000565,1
CUS-CTO-00000566,0
CUS-CTO-00000586,0
CUS-CTO-00000598,1
CUS-CTO-00000600,1
CUS-CTO-00000612,0
CUS-CTO-00000637,0
CUS-CTO-00000645,0
CUS-CTO-00000649,0
CUS-CTO-00000653,0
CUS-CTO-00000685,0
CUS-CTO-00000699,0
CUS-CTO-00000712,0
CUS-CTO-00000719,1
CUS-CTO-00000770,0
CUS-CTO-00000777,1
CUS-CTO-00000819,0
CUS-CTO-00000824,0
CUS-CTO-00000831,0
CUS-CTO-00000834,0
CUS-CTO-00000906,0
CUS-CTO-00000923,1
CUS-CTO-00000991,0
CUS-CTO-00000997,1
CUS-CTO-00001005,1
CUS-CTO-00001011,1
CUS-CTO-00001017,0
CUS-CTO-00001025,1
CUS-CTO-00001036,0
CUS-CTO-00001042,1
CUS-CTO-00001043,1
CUS-CTO-00001044,1
CUS-CTO-00001051,0
CUS-CTO-00001056,0
CUS-CTO-00001062,0
CUS-CTO-00001064,1
CUS-CTO-00001072,0
CUS-CTO-00001079,0
CUS-CTO-00001092,1
CUS-CTO-00001113,0
CUS-CTO-00001121,0
CUS-CTO-00001129,1
CUS-CTO-00001140,1
CUS-CTO-00001162,1
CUS-CTO-00001190,0
CUS-CTO-00001198,0
CUS-CTO-00001219,1
CUS-CTO-00001224,1
CUS-CTO-00001234,0
CUS-CTO-00001247,0
CUS-CTO-00001254,0
CUS-CTO-00001284,1
CUS-CTO-00001292,0
CUS-CTO-00001308,1
CUS-CTO-00001361,0
CUS-CTO-00001363,0
CUS-CTO-00001377,0
CUS-CTO-00001379,0
CUS-CTO-00001432,1
CUS-CTO-00001449,0
CUS-CTO-00001452,0
CUS-CTO-00001465,0
CUS-CTO-00001466,0
CUS-CTO-00001485,1
CUS-CTO-00001493,1
CUS-CTO-00001496,0
CUS-CTO-00001498,1
CUS-CTO-00001500,0
CUS-CTO-00001501,1
CUS-CTO-00001513,0
CUS-CTO-00001559,0
CUS-CTO-00001562,1
CUS-CTO-00001603,1
CUS-CTO-00001633,0
CUS-CTO-00001662,0
CUS-CTO-00001672,0
CUS-CTO-00001695,0
CUS-CTO-00001704,1
CUS-CTO-00001719,0
CUS-CTO-00001746,0
CUS-CTO-00001751,0
CUS-CTO-00001773,0
CUS-CTO-00001775,0
CUS-CTO-00001800,0
CUS-CTO-00001801,1
CUS-CTO-00001802,1
CUS-CTO-00001805,0
CUS-CTO-00001820,0
CUS-CTO-00001846,0
CUS-CTO-00001848,0
CUS-CTO-00001865,0
CUS-CTO-00001882,0
CUS-CTO-00001897,1
CUS-CTO-00001917,0
CUS-CTO-00001931,0
CUS-CTO-00001932,0
CUS-CTO-00001960,1
CUS-CTO-00001961,0
CUS-CTO-00001985,0
CUS-CTO-00001992,1
CUS-CTO-00002004,1
CUS-CTO-00002019,1
CUS-CTO-00002021,1
